index	table_id	annotator_id	premise	hypothesis	label 
6620	T1074	GW12	to be or not to be	Cars 3 was released during the summer in the United States in 2017.	0
6621	T1074	GW12	to be or not to be	Jason Hudak was employed by Walt Disney Pictures to edit Cars 3.	1
6622	T1074	GW12	to be or not to be	The budget for Cars 3 cost more than the movie made at the box office.	2
6623	T1074	GW51	to be or not to be	Cars 3 is a movie distributed by Walt Disney was joint produced with Pixar.	0
6624	T1074	GW51	to be or not to be	Cars 3 is the third movie in the Cars trilogy of movies.	1
6625	T1074	GW51	to be or not to be	Cars 3 is the only movie in the Cars series to run over 2 hours.	2
6626	T1075	GW66	to be or not to be	Bullet Points was published monthly.	0
6627	T1075	GW66	to be or not to be	Bullet Points created a lot of controversy.	1
6628	T1075	GW66	to be or not to be	Bullet Points is still being published today.	2
6629	T1075	GW0	to be or not to be	Bullet Points was first released in the winter of 2007.	0
6630	T1075	GW0	to be or not to be	Marvel Comics initially wanted make ten issues of Bullet Points.	1
6631	T1075	GW0	to be or not to be	Bullet Points' first publication is less than ten years old.	2
6632	T1075	GW70	to be or not to be	Marvel comics is the Publisher of the this symbol Bulletin.	0
6633	T1075	GW70	to be or not to be	Publication date of Symbol Bulletin is january 2007 or may 2007	1
6634	T1075	GW70	to be or not to be	This Symbol has unlimited format	2
6635	T1076	GW28	to be or not to be	Jay & Silent Bob was a 20th century publication with a brief run.	0
6636	T1076	GW28	to be or not to be	Jay & Silent Bob was a horror graphic novel.	1
6637	T1076	GW28	to be or not to be	Jay & Silent Bob was a monthly serial that ran for a decade.	2
6638	T1076	GW67	to be or not to be	Jay & Silent Bob was published over a year and a half.	0
6639	T1076	GW67	to be or not to be	Jay and Silent Bob publications can be ordered online.	1
6640	T1076	GW67	to be or not to be	The Jay and Silent Bob will end early next year.	2
6641	T1076	GW51	to be or not to be	Jay & Silent Bob was a miniseries magazine published by Oni Press.	0
6642	T1076	GW51	to be or not to be	Jay & Silent Bob was the premise for the Jay & Silent Bob movie.	1
6643	T1076	GW51	to be or not to be	Jay & Silent Bob was published over a several year period and had double-digit amount of issues.	2
6644	T1077	GW59	to be or not to be	Boy was recorded during the summer of 1980.	0
6645	T1077	GW59	to be or not to be	The October 20th release date in 1980 was pushed back once due to delays.	1
6646	T1077	GW59	to be or not to be	Windmill Lane Studios in Australia is where Boy was recorded.	2
6647	T1077	GW12	to be or not to be	Boy, genre post-punk, was released in the fall of 1980.	0
6648	T1077	GW12	to be or not to be	Windmill Lane Studios, located in Dublin, is the studio associated with Boy.	1
6649	T1077	GW12	to be or not to be	Boy was recorded in the early months of 1980.	2
6650	T1077	GW66	to be or not to be	The album Boy was released a month after recording finished.	0
6651	T1077	GW66	to be or not to be	Producer Steve Lillywhite performed on the album Boy.	1
6652	T1077	GW66	to be or not to be	No post-punk album has ever been recorded at Windmill Lane Studios, Dublin.	2
6653	T1078	GW6	to be or not to be	The creators of Chew were its writer and artist.	0
6654	T1078	GW6	to be or not to be	John Layman created only Chew.	1
6655	T1078	GW6	to be or not to be	The letterer of Chew was also one of its colorists.	2
6656	T1078	GW14	to be or not to be	Chew was written by the same man as the letterer.	0
6657	T1078	GW14	to be or not to be	Rob Guillory was a colorist on several difference projects, in addition to Chew.	1
6658	T1078	GW14	to be or not to be	Steve Struble co-created Chew with John Layman.	2
6659	T1078	GW28	to be or not to be	Chew is a 5-person creative effort.	0
6660	T1078	GW28	to be or not to be	Chew is an American comic book series.	1
6661	T1078	GW28	to be or not to be	Chew is a product of Artificial Intelligence.	2
6662	T1339	GW0	to be or not to be	The band Boston are originally from the city of the same name.	0
6663	T1339	GW0	to be or not to be	Boston has kept the original members for the past 40 years.	1
6664	T1339	GW0	to be or not to be	Boston quit performing several years ago.	2
6665	T1339	GW28	to be or not to be	Boston is an American rock band from the 70s.	0
6666	T1339	GW28	to be or not to be	Boston has won numerous awards throughout its career.	1
6667	T1339	GW28	to be or not to be	Boston grew their popularity by word-of-mouth and never relied on other forms of marketing.	2
6668	T1339	GW51	to be or not to be	Boston is band from the city its named after, Boston in Massachusetts.	0
6669	T1339	GW51	to be or not to be	Boston's debut studio album was also titled Boston.	1
6670	T1339	GW51	to be or not to be	Boston was active for 20 years until the band disbanded in the 90's.	2
6671	T1080	GW51	to be or not to be	Brazil is a 1985 movie directed by Terry Gilliam.	0
6672	T1080	GW51	to be or not to be	Brazil was filmed and set it in the United States despite the movie name.	1
6673	T1080	GW51	to be or not to be	The movie was first released in early 1985 in the United States before airing in U.K theaters.	2
6674	T1080	GW11	to be or not to be	Brazil is an 80's film	0
6675	T1080	GW11	to be or not to be	Terry Gilliam contributed the most to the screenplay.	1
6676	T1080	GW11	to be or not to be	Brazil was in 2 languages.	2
6677	T1080	GW67	to be or not to be	Cary Grant starred in Brazil.	0
6678	T1080	GW67	to be or not to be	Brazil is available in Portuguese subtitles.	1
6679	T1080	GW67	to be or not to be	Brazil was nominated for 3 Golden Globes in 2011.	2
6680	T1080	GW0	to be or not to be	Brazil was not a box office success in North America.	0
6681	T1080	GW0	to be or not to be	Michael Kamen created the music for Brazil using only string instruments.	1
6682	T1080	GW0	to be or not to be	Brazil was released in the U.S. three weeks after it's UK release.	2
6683	T1081	GW11	to be or not to be	Caldo galego is a meal.	0
6684	T1081	GW11	to be or not to be	Caldo galego is more often vegetarian .	1
6685	T1081	GW11	to be or not to be	Caldo galego never contains meat.	2
6686	T1081	GW19	to be or not to be	Caldo galego is a traditional Spanish soup which, unlike Gazpacho, is served hot.	0
6687	T1081	GW19	to be or not to be	Caldo galego is one of the most popular soups to serve during the winter in Seville.	1
6688	T1081	GW19	to be or not to be	Caldo galego is a traditional vegetarian Spanish soup.	2
6689	T1081	GW1	to be or not to be	Caldo galego has origins in Europe.	0
6690	T1081	GW1	to be or not to be	Caldo galego can be made for vegans if you leave out some ingredients.	1
6691	T1081	GW1	to be or not to be	Caldo galego can be eaten by vegans.	2
6692	T1122	GW51	to be or not to be	Charlie Murphy is an American actor who has been married once with multiple children.	0
6693	T1122	GW51	to be or not to be	Charlie Murphy made regular appearances on the Chapelle Show as himself.	1
6694	T1122	GW51	to be or not to be	Charlie Murphy does not have any siblings.	2
6695	T1122	GW12	to be or not to be	Charlie Murphy, who's middle name is Quinton, was born in the summer of 1959.	0
6696	T1122	GW12	to be or not to be	Brooklyn is the area in which Charlie Murphy died at the age of 57.	1
6697	T1122	GW12	to be or not to be	Eddie Murphy was the brother to Tisha Taylor Murphy.	2
6698	T1122	GW59	to be or not to be	Eddie Murphy was Charlie Murphy's brother.	0
6699	T1122	GW59	to be or not to be	Charlie Murphy was very close with all three of his children at the time of his death.	1
6700	T1122	GW59	to be or not to be	Charlie Murphy launched his career at 18 years old.	2
6701	T1171	GW51	to be or not to be	Boyzone is a pop group for Ireland.	0
6702	T1171	GW51	to be or not to be	Boyzone is actually an all-women group.	1
6703	T1171	GW51	to be or not to be	Boyzone was been active as a music group for over 15 years.	2
6704	T1171	GW66	to be or not to be	Boyzone has had more than one record label.	0
6705	T1171	GW66	to be or not to be	Boyzone took a hiatus for seven years because their label asked them to.	1
6706	T1171	GW66	to be or not to be	Warner has never signed a band from Dublin, Ireland.	2
6707	T1171	GW28	to be or not to be	Boyzone was an Irish pop group.	0
6708	T1171	GW28	to be or not to be	Boyzone comprised of 4 Irish lads from Dublin.	1
6709	T1171	GW28	to be or not to be	Boyzone's fame was all word-of-mouth and consists of no marketing whatsoever.	2
6710	T1085	GW59	to be or not to be	Boy was active with the military for four years.	0
6711	T1085	GW59	to be or not to be	Prince Rupert of the Rhine was the only owner of Boy.	1
6712	T1085	GW59	to be or not to be	Boy lived to be 10 years old.	2
6713	T1085	GW51	to be or not to be	Boy is a famous English hunting dog for the British military.	0
6714	T1085	GW51	to be or not to be	Boy was King Henry V's dog.	1
6715	T1085	GW51	to be or not to be	Boy lived over a decade before passing away.	2
6716	T1085	GW11	to be or not to be	Boy is a thoroughbred.	0
6717	T1085	GW11	to be or not to be	was sired in Scotland He	1
6718	T1085	GW11	to be or not to be	Boy was female.	2
6719	T1085	GW28	to be or not to be	Boy was an English dog associated with the military.	0
6720	T1085	GW28	to be or not to be	Breaking Home Ties was awarded medals for his service.	1
6721	T1085	GW28	to be or not to be	Breaking Home Ties worked his entire life for the English military.	2
6722	T1086	GW59	to be or not to be	Christine T.J. Tucker is the administrator for Camden, New Jersey.	0
6723	T1086	GW59	to be or not to be	Mayor Francisco Moran intends on running for re-election when his term ends in 2021.	1
6724	T1086	GW59	to be or not to be	Camden does not have anyone currently filling the role of Municipal Clerk.	2
6725	T1086	GW51	to be or not to be	Camden is a city in New Jersey with a city council.	0
6726	T1086	GW51	to be or not to be	Camden is named after the city of Camden in England.	1
6727	T1086	GW51	to be or not to be	Camden has never had a mayor in it's history.	2
6728	T1086	GW28	to be or not to be	Camden, New Jersey is governed by pairing the mayor and city council.	0
6729	T1086	GW28	to be or not to be	Camden, New Jersey is a democratic stronghold.	1
6730	T1086	GW28	to be or not to be	Camden, New Jersey is ruled by the Mayor with no checks on his power.	2
6731	T1087	GW12	to be or not to be	Chanel is a Dachshund and was once thought to be the world's oldest dog.	0
6732	T1087	GW12	to be or not to be	Chanel was a female dog who was born in Newport News, Virginia.	1
6733	T1087	GW12	to be or not to be	Chanel died in the spring of 2009.	2
6734	T1087	GW28	to be or not to be	Chanel was an American dog.	0
6735	T1087	GW28	to be or not to be	Chanel was named after a woman's accessory.	1
6736	T1087	GW28	to be or not to be	Chanel was a mutt of unknown mix.	2
6737	T1087	GW59	to be or not to be	Chanel was 21  years old at her time of death.	0
6738	T1087	GW59	to be or not to be	Chanel had three litters in her lifetime.	1
6739	T1087	GW59	to be or not to be	New York is where Chanel was born and died.	2
6740	T1088	GW6	to be or not to be	Boston, Massachusetts has more land than water.	0
6741	T1088	GW6	to be or not to be	Most of the water in Boston, Massachusetts, is in the metro area.	1
6742	T1088	GW6	to be or not to be	Boston, Massachusetts is below sea level.	2
6743	T1088	GW51	to be or not to be	Boston is a city in Massachusetts.	0
6744	T1088	GW51	to be or not to be	Boston is home to the baseball team, the Red Sox.	1
6745	T1088	GW51	to be or not to be	Boston lies below sea level.	2
6746	T1089	GW14	to be or not to be	Universal Pictures has distributed at least one film edited by Thelma Schoonmaker.	0
6747	T1089	GW14	to be or not to be	LŽgende Entreprises has worked with De Fina/Cappa on more than one film.	1
6748	T1089	GW14	to be or not to be	Nicholas Pileggi held the highest position on the production of Casino.	2
6749	T1089	GW6	to be or not to be	The screenplay for Casino was written by the author of the source novel and the director.	0
6750	T1089	GW6	to be or not to be	Thelma Schoonmaker only edits movies that are over two hours long.	1
6751	T1089	GW6	to be or not to be	Casino made back less than half its budget in box office.	2
6752	T1089	GW27	to be or not to be	Martin Scorsese directed 'Casino' and co-wrote its screenplay.	0
6753	T1089	GW27	to be or not to be	Martin Scorsese directed 'Casino' after reading Nicholas Pileggi's source material.	1
6754	T1089	GW27	to be or not to be	'Casino' did not recoup its budget at the box office.	2
6755	T1090	GW6	to be or not to be	Brigitte is an animal actor.	0
6756	T1090	GW6	to be or not to be	Brigitte won a Golden Collar award for her performance as Piebald.	1
6757	T1090	GW6	to be or not to be	Brigitte the dog has never been filmed.	2
6758	T1090	GW59	to be or not to be	Sarah Clifford  is Bijou's owner.	0
6759	T1090	GW59	to be or not to be	Bijou was previously nominated for three awards before finally wining one at the 2012 Golden Collar Awards.	1
6760	T1090	GW59	to be or not to be	Bijou is a female American Bulldog.	2
6761	T1090	GW28	to be or not to be	Brigitte is an American animal entertainer.	0
6762	T1090	GW28	to be or not to be	Brigitte has earned its owner a steady income from her work on television.	1
6763	T1090	GW28	to be or not to be	Brigitte is a young, energetic Bulldog puppy.	2
6764	T1091	GW32	to be or not to be	Cabaret Scene was painted in oil on canvas.	0
6765	T1091	GW32	to be or not to be	Salvador Dali painted many paintings.	1
6766	T1091	GW32	to be or not to be	Salvador Dali was a painter in England in 1922.	2
6767	T1091	GW59	to be or not to be	Salvador Dali was the creator of the Cabaret Scene.	0
6768	T1091	GW59	to be or not to be	Dali originally considered using watercolors instead of oil for the piece.	1
6769	T1091	GW59	to be or not to be	Cabaret Scene is held in a private collection in London, England.	2
6770	T1091	GW12	to be or not to be	In 1922, Dali created the painting Cabaret Scene using oil paints.	0
6771	T1091	GW12	to be or not to be	Cabaret Scene is an oil painting found in the private collection Francois Petit.	1
6772	T1091	GW12	to be or not to be	The late 1920's was when Dali painted Cabaret Scene.	2
6773	T1092	GW11	to be or not to be	The Canary Islands were colonized by Spain.	0
6774	T1092	GW11	to be or not to be	The Canary Islands are inhabited by European's more than others.	1
6775	T1092	GW11	to be or not to be	The Canary Islands has a population of three million.	2
6776	T1092	GW27	to be or not to be	The Canary Islands' population of 2,127,685 is the eight highest in Spain.	0
6777	T1092	GW27	to be or not to be	The Canary Islands has the highest population density in Spain.	1
6778	T1092	GW27	to be or not to be	Almost 10% of Spaniards are called Canarians.	2
6779	T1092	GW28	to be or not to be	Canary Islands  is a sparsely populated area of land.	0
6780	T1092	GW28	to be or not to be	Canary Islands is governed by Spain.	1
6781	T1092	GW28	to be or not to be	Canary Islands is uninhabited.	2
6782	T1093	GW51	to be or not to be	Casper is a male cat from England.	0
6783	T1093	GW51	to be or not to be	Casper was a famous cat on an English reality TV show.	1
6784	T1093	GW51	to be or not to be	Casper passed away before his 10th birthday in Scotland.	2
6785	T1093	GW28	to be or not to be	Casper was a British male cat.	0
6786	T1093	GW28	to be or not to be	Casper died after being run over by a taxi.	1
6787	T1093	GW28	to be or not to be	Casper was active for more than half his life.	2
6788	T1093	GW12	to be or not to be	Casper and Cassie are referring to the same cat.	0
6789	T1093	GW12	to be or not to be	Casper was around 12 years old when he died in 2010.	1
6790	T1093	GW12	to be or not to be	Susan Finden owned Casper for more than ten years.	2
6791	T1094	GW51	to be or not to be	Butter pie is a pie that first originated in London.	0
6792	T1094	GW51	to be or not to be	Butter pie is the best selling pie in Lancashire.	1
6793	T1094	GW51	to be or not to be	Butter pie actually contains lard despite its name.	2
6794	T1094	GW12	to be or not to be	Butter pie, made of potatoes, onions and butter, originated in England.	0
6795	T1094	GW12	to be or not to be	Butter pie is also known as Catholic pie and Friday pie.	1
6796	T1094	GW12	to be or not to be	Lancashire, England is the only place one can find Butter pie.	2
6797	T1094	GW59	to be or not to be	Butter Pie is also known as Friday Pie.	0
6798	T1094	GW59	to be or not to be	More than one type of potato is generally used to make Butter Pie.	1
6799	T1094	GW59	to be or not to be	Butter Pie was originally made in Scotland.	2
6800	T1195	GW66	to be or not to be	Bronski Beat is a synth group from England.	0
6801	T1195	GW66	to be or not to be	Bronski Beat won many Grammy Awards.	1
6802	T1195	GW66	to be or not to be	London Records never released any synth pop records.	2
6803	T1195	GW19	to be or not to be	After disbanding for approximately 20 years, Bronski Beat got back together in 2016.	0
6804	T1195	GW19	to be or not to be	While Bronski Beat achieved some success, Jimmy Somerville's career really took off when he went solo.	1
6805	T1195	GW19	to be or not to be	Bronski Beat was one of the most popular bands to come out of Seattle during the late 1990s.	2
6806	T1195	GW28	to be or not to be	Bronski Beat is a British new wave band.	0
6807	T1195	GW28	to be or not to be	Bronski Beat won many awards for its music.	1
6808	T1195	GW28	to be or not to be	Bronski Beat has played continuously since the 80s.	2
6809	T1096	GW6	to be or not to be	The main character of Chew's surname is a homonym the its title.	0
6810	T1096	GW6	to be or not to be	Tony Chu is in every single issue of Chew.	1
6811	T1096	GW6	to be or not to be	Chew released four issues in 2009.	2
6812	T1096	GW59	to be or not to be	Chew was published for just a little over seven years.	0
6813	T1096	GW59	to be or not to be	Chew was originally going to be published quarterly instead of monthly.	1
6814	T1096	GW59	to be or not to be	The entire collection of Chew consists of 66 issues.	2
6815	T1096	GW66	to be or not to be	Chew is no longer being published.	0
6816	T1096	GW66	to be or not to be	Image Comics was pleased with Chew's sales performance.	1
6817	T1096	GW66	to be or not to be	Every Chew issue was published on the same day.	2
6818	T1097	GW6	to be or not to be	Whiskey is made in Kentucky.	0
6819	T1097	GW6	to be or not to be	Heaven Hill only makes whiskey.	1
6820	T1097	GW6	to be or not to be	Cabin Still Bourbon is mostly alcohol by volume.	2
6821	T1097	GW28	to be or not to be	Cabin Still Bourbon is an American alcohol.	0
6822	T1097	GW28	to be or not to be	Cabin Still Bourbon is made from rye wheat.	1
6823	T1097	GW28	to be or not to be	Cabin Still Bourbon is more than half alcohol.	2
6824	T1097	GW12	to be or not to be	Cabin Still Bourbon, manufactured by Heaven Hill, contains 40% alcohol.	0
6825	T1097	GW12	to be or not to be	Bourbon whiskey is another name for Cabin Still Bourbon.	1
6826	T1097	GW12	to be or not to be	Heaven Hill, Kentucky is where Cabin Still Bourbon originated.	2
6827	T1099	GW66	to be or not to be	Rob Marshall directed a film from a script by Bill Condon.	0
6828	T1099	GW66	to be or not to be	Chicago made back its budget costs during the first week of release.	1
6829	T1099	GW66	to be or not to be	Chicago never earned back its budget costs from the box office.	2
6830	T1099	GW59	to be or not to be	Chicago was released in winter 2002.	0
6831	T1099	GW59	to be or not to be	Danny Elfman created more of the music for Chicago than John Kander did.	1
6832	T1099	GW59	to be or not to be	Rob Marshall produced Chicago.	2
6833	T1099	GW14	to be or not to be	Neither the writer, producer, nor the screenplay writer of Chicago can give birth.	0
6834	T1099	GW14	to be or not to be	RenŽe Zellweger and Catherine Zeta-Jones became friends during the filming of Chicago.	1
6835	T1099	GW14	to be or not to be	Chicago made enough at the box office to have paid for the filming of the movie 10 times over.	2
6836	T1100	GW12	to be or not to be	Michael Middleton is grandfather to Prince George, Princess Charlotte, and Prince Louis.	0
6837	T1100	GW12	to be or not to be	Prince William was married to Catherine Middleton in Berkshire, England.	1
6838	T1100	GW12	to be or not to be	Carole Goldsmith is the mother of Princess Charlotte of Cambridge.	2
6839	T1100	GW27	to be or not to be	Catherine Elizabeth Middleton is married to Prince William.	0
6840	T1100	GW27	to be or not to be	Prince William is the father of all of Catherine Elizabeth Middleton's children.	1
6841	T1100	GW27	to be or not to be	Catherine Elizabeth Middleton's father and mother have the same surname.	2
6842	T1100	GW14	to be or not to be	Catherine, Duchess of Cambridge, gave birth more than 2 times.	0
6843	T1100	GW14	to be or not to be	The House of Windsor's crest was designed in the United Kingdom.	1
6844	T1100	GW14	to be or not to be	Carole Goldsmith was never in Reading.	2
6845	T1206	GW51	to be or not to be	Bridge over Troubled Water is a 1970 folk rock album.	0
6846	T1206	GW51	to be or not to be	Bridge over Troubled Water is the most commercially successful album by the duo Simon and Garfunkel.	1
6847	T1206	GW51	to be or not to be	Bridge over Troubled Water was originally recorded in a 2 year period in London.	2
6848	T1206	GW6	to be or not to be	Bridge over Troubled Water was released in the year after it was recorded.	0
6849	T1206	GW6	to be or not to be	Roy Halee only produces folk rock albums.	1
6850	T1206	GW6	to be or not to be	Paul Simon and Art Garfunkel never worked on an album for the Columbia label.	2
6851	T1206	GW12	to be or not to be	Bridge over Troubled Water was recorded in both New York City and Los Angeles studios.	0
6852	T1206	GW12	to be or not to be	Bridge over Troubled Water was recorded towards the end of 1969.	1
6853	T1206	GW12	to be or not to be	Bridge over Troubled Water is an album produced by Columbia.	2
6854	T1102	GW66	to be or not to be	Bruce Lee had a number of occupations during his life.	0
6855	T1102	GW66	to be or not to be	Bruce Lee made more money in US than British Hong Kong.	1
6856	T1102	GW66	to be or not to be	Bruce Lee had two daughters.	2
6857	T1102	GW27	to be or not to be	Bruce Lee was born in California and died in Hong Kong.	0
6858	T1102	GW27	to be or not to be	All of Bruce Lee's siblings and children got into acting.	1
6859	T1102	GW27	to be or not to be	In Chinese, Bruce Lee's name is spelled with the same characters whether written in traditional or simplified.	2
6860	T1102	GW14	to be or not to be	Bruce Lee has more than one online presence.	0
6861	T1102	GW14	to be or not to be	Lee Hoi-chuen met Grace Ho in Kowloon.	1
6862	T1102	GW14	to be or not to be	Bruce Lee's children are twins.	2
6863	T1223	GW11	to be or not to be	Cheek to Cheek had three producers.	0
6864	T1223	GW11	to be or not to be	Cheek to Cheek is more pop than jazz.	1
6865	T1223	GW11	to be or not to be	Cheek to Cheek won awards in 2010.	2
6866	T1223	GW28	to be or not to be	Cheek to Cheek is a music album recorded and released over a two-year period.	0
6867	T1223	GW28	to be or not to be	Cheek to Cheek won praise from music critics upon its release.	1
6868	T1223	GW28	to be or not to be	Cheek to Cheek was a solo, independent effort to redefine classical music.	2
6869	T1223	GW27	to be or not to be	'Cheek to Cheek' was recorded the year before it was released.	0
6870	T1223	GW27	to be or not to be	'Cheek to Cheek' had a different producer for each label it was on.	1
6871	T1223	GW27	to be or not to be	'Cheek to Cheek' was recorded and released in the same year.	2
6872	T1104	GW66	to be or not to be	Bughouse chess requires four players.	0
6873	T1104	GW66	to be or not to be	Bughouse chess is the most popular type of chess among teens.	1
6874	T1104	GW66	to be or not to be	"Bughouse chess is also known as ""triple chess."""	2
6875	T1104	GW28	to be or not to be	Bughouse chess is a game known by many other names.	0
6876	T1104	GW28	to be or not to be	Bughouse chess is played with the same pieces as in regular chess.	1
6877	T1104	GW28	to be or not to be	Bughouse chess is a drawn out and time-consuming game of chance.	2
6878	T1104	GW27	to be or not to be	Bughouse chess uses four players and takes about 5Ð10 minutes to play.	0
6879	T1104	GW27	to be or not to be	Bughouse chess is known by different names in different states.	1
6880	T1104	GW27	to be or not to be	Bughouse chess takes longer to set up than it takes time to play.	2
6881	T1105	GW31	to be or not to be	Cheetos cheese curls are owned by Frito Lay in the United States.	0
6882	T1105	GW31	to be or not to be	PepsiCo introduced Cheetos in 1948 in the United States.	1
6883	T1105	GW31	to be or not to be	Kraft Food owns the brand Cheetos.	2
6884	T1105	GW6	to be or not to be	Frito-Lay sells cheese curls in several different countries.	0
6885	T1105	GW6	to be or not to be	Kraft Foods invented Cheetos.	1
6886	T1105	GW6	to be or not to be	Cheetos were first introduced in the second half of the 20th century.	2
6887	T1105	GW19	to be or not to be	Cheetos are sold on all continents except for Antarctica.	0
6888	T1105	GW19	to be or not to be	Cheetos cheese curls are slightly modified to suit the tastes of each country in which they are sold.	1
6889	T1105	GW19	to be or not to be	Cheetos were first released during the Vietnam War.	2
6890	T1106	GW28	to be or not to be	Captain Confederacy was a monthly comic book series published in the 20th century.	0
6891	T1106	GW28	to be or not to be	Captain Confederacy was a popular series for non-mainstream comic book fans.	1
6892	T1106	GW28	to be or not to be	Captain Confederacy is an on-going series set in an alternate universe.	2
6893	T1106	GW51	to be or not to be	Captain Confederacy was a comic book mini series first published by SteelDragon.	0
6894	T1106	GW51	to be or not to be	Captain Confederacy is set in an alternate reality where the Confederate State won the Civil War.	1
6895	T1106	GW51	to be or not to be	Captain Confederacy was published over a couple series over the 2000's.	2
6896	T1106	GW67	to be or not to be	Captain Confederacy is fictional.	0
6897	T1106	GW67	to be or not to be	Copies of the Captain Confederacy series are available through the publisher.	1
6898	T1106	GW67	to be or not to be	Captain Confederacy was originally available only in the CBZ format.	2
6899	T1109	GW14	to be or not to be	Calgary was designated a city nearly 2 decades after it was founded.	0
6900	T1109	GW14	to be or not to be	More people live in Calgary than any other city in Alberta.	1
6901	T1109	GW14	to be or not to be	Calgary was designated as a town in early spring.	2
6902	T1109	GW51	to be or not to be	Calgary is a city in the Alberta region of Canada.	0
6903	T1109	GW51	to be or not to be	Calgary is the largest city in the Alberta region.	1
6904	T1109	GW51	to be or not to be	Calgary was founded in the early 20th century and is named after the hockey team, the Calgary Flames.	2
6905	T1109	GW2	to be or not to be	Calgary, Canada became a city in 1894.	0
6906	T1109	GW2	to be or not to be	Calgary, Canada is in the Calgary Region with is in eastern Canada.	1
6907	T1109	GW2	to be or not to be	Calgary, Canada was founded in 1875 and became a town in 1882.	2
6908	T1110	GW28	to be or not to be	Buffy the Vampire Slayer Season Ten is a comic book published over a three-year period.	0
6909	T1110	GW28	to be or not to be	Buffy the Vampire Slayer Season Ten is based off the TV series of the same name.	1
6910	T1110	GW28	to be or not to be	Buffy the Vampire Slayer Season Ten is a continuously published comic series.	2
6911	T1110	GW27	to be or not to be	'Buffy the Vampire Slayer Season Ten'  Publisher Dark Horse Comics Schedule Monthly	1
6912	T1110	GW12	to be or not to be	Buffy the Vampire Slayer Season Ten is a limited series comic book.	0
6913	T1110	GW12	to be or not to be	Scooby Gang was the main character in all publications of Buffy the Vampire Slayer Season Ten.	1
6914	T1110	GW12	to be or not to be	Buffy the Vampire Slayer Season Ten came out monthly for five years.	2
6915	T1111	GW72	to be or not to be	Will Power was awarded the Borg-Warner Trophy in 2018	0
6916	T1111	GW72	to be or not to be	The Indianapolis 500 was started in 1936	1
6917	T1111	GW72	to be or not to be	Al Unser won the Borg-Warner Trophy in 2018	2
6918	T1111	GW68	to be or not to be	Will Power was awarded the Borg-Warner Trophy for winning the Indianapolis 500 in 2018.	0
6919	T1111	GW68	to be or not to be	A. J. Foyt won the award in 1980, 1982, 1983 and 1987.	1
6920	T1111	GW68	to be or not to be	The Indianapolis Motor Speedway is located in Toronto, Canada.	2
6921	T1111	GW0	to be or not to be	Will Power won the Borg-Warner Trophy last year.	0
6922	T1111	GW0	to be or not to be	Borg-Warner Trophy has never been shared by two drivers.	1
6923	T1111	GW0	to be or not to be	The Borg-Warner Trophy is over ninety years old.	2
6924	T1112	GW27	to be or not to be	It is uncertain when Wu Haijun founded Hasee Computer Company.	0
6925	T1112	GW27	to be or not to be	Hasee Computer Company, Ltd., is the largest computer maker in Shenzhen.	1
6926	T1112	GW27	to be or not to be	Hasee Computer Company's chairman and founder are different.	2
6927	T1112	GW1	to be or not to be	Hasee Computer Company, Ltd. makes electronics.	0
6928	T1112	GW1	to be or not to be	If Wu Haijun steps down as Chairman and President of Hasee Computer Company, Ltd., Tafazzoli will take his place.	1
6929	T1112	GW1	to be or not to be	Hasee Computer Company, Ltd. only operates in China.	2
6930	T1112	GW40	to be or not to be	Hasee Computer Company, Ltd. was founded by Wu Haijun.	0
6931	T1112	GW40	to be or not to be	Hasee Computer Company, Ltd. has a CEO for different markets.	1
6932	T1112	GW40	to be or not to be	Hasee Computer Company, Ltd. only serves people located in China.	2
6933	T1113	GW35	to be or not to be	Bryan Cranston married twice.	0
6934	T1113	GW35	to be or not to be	Taylor Dearden is the daughter of Mickey Middleton.	1
6935	T1113	GW35	to be or not to be	Bryan Cranston retired from acting.	2
6936	T1113	GW12	to be or not to be	Bryan Cranston was born in early March, 1956.	0
6937	T1113	GW12	to be or not to be	Lee Stone was married to Mickey Middleton in 1977.	1
6938	T1113	GW12	to be or not to be	Bryan Cranston was married to Robin Dearden before he was married to Mickey Middleton.	2
6939	T1113	GW22	to be or not to be	Bryan Cranston was born on March 7, 1956 in Hollywood, California, U.S. made his debut in 1980.	0
6940	T1113	GW22	to be or not to be	Bryan Cranston's other names are Lee Stone and Phil Williams only.	1
6941	T1113	GW22	to be or not to be	Bryan Cranston married thrice and has two children.	2
6942	T1114	GW35	to be or not to be	Brittany Murphy married at the age of 30.	0
6943	T1114	GW35	to be or not to be	Brittany Murphy married an actor.	1
6944	T1114	GW35	to be or not to be	Brittany Murphy died because of cancer.	2
6945	T1114	GW51	to be or not to be	Brittany Murphy was an actress and singer from the United States.	0
6946	T1114	GW51	to be or not to be	Brittany Murphy got her big break in acting when she played Eminem's love interest in 8 Mile.	1
6947	T1114	GW51	to be or not to be	Brittany Murphy's final resting place is unknown to the general public.	2
6948	T1114	GW6	to be or not to be	Brittany Murphy died in a different month than she was born in.	0
6949	T1114	GW6	to be or not to be	Brittany Murphy only ever lived in Atlanta and Los Angeles.	1
6950	T1114	GW6	to be or not to be	Brittany Murphy was buried in a different state than where she died.	2
6951	T1115	GW40	to be or not to be	Bringing It All Back Home was recorded in 1965 at the Columbia Studio A & Studio B, New York City.	0
6952	T1115	GW40	to be or not to be	Bringing It All Back Home had only one producer, Tom Wilson.	1
